"ID","trajectory_uuid","head_uuid","uuid","area","col_centroid","convex_area","label","major_axis_length","max_col","max_row","min_col","min_row","minor_axis_length","orientation","perimeter","row_centroid","passtime","Δt","Δx","scaled_distance","relative_error_area","relative_error_convex_area","relative_error_major_axis_length","relative_error_minor_axis_length","shape_difference","scaled_shape_difference","psi_s_correlation","psi_s_correlation_score","w","satellite","dt_seconds","dx_meters","dxdt_mps"
2,"06UllNzRKBQj","CrSkesNP5aYx","SwWCHMazTigr",989,980.0637007077856,1068.0,965,42.3175528955805,1004,506,958,474,31.394615176304246,1.5521454020817793,137.63961030678928,490.7775530839232,2023-05-17T13:14:00,1260000 milliseconds,469.9557970868909,0.39326844944509703,0.04338842975206612,0.03816793893129771,0.044315080774645056,0.003921603647867403,198.0,0.2,0.998,0.0020000000000000018,0.7250615025509735,"terra",1260.0,469.9557970868909,0.3729807913388023
2,"06UllNzRKBQj","SwWCHMazTigr","1i7Da4Vkv4Ak",1043,996.8772770853308,1115.0,1055,44.42157837400554,1019,528,975,494,30.950897784967125,1.4467836072583122,139.53910524340094,511.5704697986577,2023-05-18T13:35:00,87660000 milliseconds,6685.066080962804,0.10129655399595128,0.0531496062992126,0.04306000916170408,0.048513870213565145,0.014234140365891441,222.0,0.213,0.994,0.006000000000000005,0.4792541800363246,"aqua",87660.0,6685.066080962804,0.07626130596580885
2,"06UllNzRKBQj","1i7Da4Vkv4Ak","ox6t3z3ho91N",1040,995.2288461538461,1113.0,1011,43.89787462891421,1017,529,974,496,31.254067987800017,1.4674760943451344,136.46803743153546,512.9701923076923,2023-05-18T13:55:00,1200000 milliseconds,540.6331726650133,0.47011580231740285,0.0028804608737397984,0.0017953321364452424,0.011859306806939099,0.009747459839150563,89.0,0.086,0.999,0.0010000000000000009,0.5833983619736774,"terra",1200.0,540.6331726650133,0.45052764388751104
2,"06UllNzRKBQj","ox6t3z3ho91N","N9DVogAKuopa",973,1006.4953751284687,999.0,930,40.983721829680434,1029,544,988,514,31.0298679652275,-1.5193155681663864,127.63961030678928,529.0791366906475,2023-05-19T12:58:00,82980000 milliseconds,4914.473294954621,0.07865044882699242,0.06656731246895181,0.10795454545454546,0.06866394886093603,0.007199288842041134,224.0,0.23,0.983,0.017000000000000015,0.5760355444534668,"terra",82980.0,4914.473294954621,0.05922479266033528
2,"06UllNzRKBQj","N9DVogAKuopa","e1zqPBdwS36Q",847,1028.2644628099174,937.0,878,39.00516273515576,1045,782,1011,745,29.195399423820422,0.4298348296263912,141.53910524340094,765.9893742621015,2023-05-20T13:39:00,88860000 milliseconds,59477.07218155863,0.8891108779663447,0.13846153846153847,0.0640495867768595,0.0494708509885752,0.060920229031334386,228.0,0.269,0.997,0.0030000000000000027,1.4740130832246527,"terra",88860.0,59477.07218155863,0.669334595786165
3,"0BL7qlFFZwT0",NA,"wMWxn0ALK1mX",406,228.71182266009853,417.0,101,25.273392162563464,240,110,214,89,21.058068722426878,1.257455448827975,79.59797974644667,99.04433497536945,2023-05-16T12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
3,"0BL7qlFFZwT0","wMWxn0ALK1mX","RSyti4v0GUAP",403,232.33995037220845,412.0,97,25.955891043990086,244,112,218,91,20.206540245132853,1.2913428238458038,79.25483399593904,101.86600496277916,2023-05-16T12:33:00,1320000 milliseconds,1149.0521151483028,0.9266549315712119,0.007416563658838072,0.012062726176115802,0.026644873350065226,0.041271612580332746,50.0,0.124,0.991,0.009000000000000008,1.1470507073365641,"terra",1320.0,1149.0521151483028,0.8704940266275022
4,"0TFtYjLkWvhU",NA,"HqVVel560eg6",356,613.1320224719101,360.0,699,26.333735217111247,625,50,603,28,17.66100891435305,-0.8821153047707916,74.76955262170047,37.800561797752806,2023-05-17T12:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
4,"0TFtYjLkWvhU","HqVVel560eg6","4Wmkkpv3TWCE",347,614.2593659942363,353.0,693,25.698609452118127,626,50,604,29,17.57986333544018,-0.8735098968089066,74.76955262170048,38.42363112391931,2023-05-17T13:14:00,1260000 milliseconds,322.0169640854008,0.2694702628329714,0.025604551920341393,0.019635343618513323,0.024412729006568,0.004605196962078423,37.0,0.107,0.999,0.0010000000000000009,0.4517280843404725,"terra",1260.0,322.0169640854008,0.2555690191153974
5,"0TGHztMfdds6",NA,"gvvqpxussW1D",862,606.9211136890951,873.0,736,36.05807080887969,624,837,589,802,31.09215950962174,0.6700363278584238,115.39696961966999,817.9941995359628,2023-05-16T12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
5,"0TGHztMfdds6","gvvqpxussW1D","3O8RX7lQel21",856,603.7815420560747,869.0,706,35.88223219332479,621,836,587,802,31.03596377394397,0.6458530470950368,113.98275605729691,817.2056074766355,2023-05-16T12:33:00,1320000 milliseconds,809.273882675876,0.6526402279644161,0.006984866123399301,0.004592422502870264,0.004888459131163616,0.0018090273038276965,48.0,0.056,0.999,0.0010000000000000009,0.7279150030256771,"terra",1320.0,809.273882675876,0.6130862747544515
5,"0TGHztMfdds6","3O8RX7lQel21","iswQmD4wa3iq",809,634.2101359703338,819.0,718,34.17849341648203,650,868,620,834,30.53515947246555,-0.03887368833647248,108.9116882454314,850.7997527812114,2023-05-17T12:53:00,87600000 milliseconds,11331.554191570118,0.17182038197983499,0.05645645645645646,0.05924170616113744,0.04863605856243886,0.016267505774555505,91.0,0.112,0.99,0.010000000000000009,0.4744221089344232,"aqua",87600.0,11331.554191570118,0.1293556414562799
5,"0TGHztMfdds6","iswQmD4wa3iq","hPx4Zno4CDPj",799,635.2215269086358,808.0,714,34.136425988912144,650,869,621,834,30.204933510441805,-0.08632951331148485,109.15432893255071,851.4017521902377,2023-05-17T13:14:00,1260000 milliseconds,294.2485045148444,0.2462330581714179,0.012437810945273632,0.013521819299323909,0.0012315736572928242,0.010873409828881036,63.0,0.079,0.999,0.0010000000000000009,0.3642976719021893,"terra",1260.0,294.2485045148444,0.2335305591387654
5,"0TGHztMfdds6","hPx4Zno4CDPj","T5YUegEI7njj",830,615.8698795180723,840.0,697,35.45007720026866,632,938,601,903,30.249413619401057,0.2332449403199192,111.1543289325507,920.4710843373495,2023-05-18T13:35:00,87660000 milliseconds,17932.266483870535,0.2717215923004854,0.03806015960712093,0.038834951456310676,0.037755919643933454,0.0014715272290913575,76.0,0.092,0.995,0.0050000000000000044,0.48484415023694183,"aqua",87660.0,17932.266483870535,0.20456612461636475
5,"0TGHztMfdds6","T5YUegEI7njj","ElFNkKcGNrRj",823,616.7946537059538,834.0,681,35.3990721218546,632,939,602,904,30.12198903147624,0.25031567635796037,109.49747468305831,921.6877278250304,2023-05-18T13:55:00,1200000 milliseconds,382.052734799824,0.33221976939115133,0.008469449485783424,0.007168458781362007,0.0014398219005328455,0.004221355884729175,43.0,0.052,0.999,0.0010000000000000009,0.40651885544355876,"terra",1200.0,382.052734799824,0.31837727899985335
5,"0TGHztMfdds6","ElFNkKcGNrRj","WxXoXdRHl6jv",842,598.2042755344418,860.0,628,37.890338202328614,614,1020,584,980,29.04556183755326,0.24993714832667202,117.46803743153548,1000.0249406175772,2023-05-19T12:39:00,81840000 milliseconds,20128.215688220767,0.3265976908684207,0.022822822822822823,0.030696576151121605,0.06798433960525324,0.0363857275859096,86.0,0.102,0.994,0.006000000000000005,0.592487157033528,"aqua",81840.0,20128.215688220767,0.24594593949438864
5,"0TGHztMfdds6","WxXoXdRHl6jv","6wI6aAjDJwOK",821,598.2923264311814,848.0,628,37.14913207408868,614,1020,584,982,28.894512885426405,0.2523137186769835,116.81118318204308,1000.8733252131547,2023-05-19T12:58:00,1140000 milliseconds,213.2354013804137,0.1929732139189264,0.025255562236921228,0.01405152224824356,0.019755100229508684,0.005213971602523636,37.0,0.045,0.994,0.006000000000000005,0.3082493702361235,"terra",1140.0,213.2354013804137,0.18704859770211726
5,"0TGHztMfdds6","6wI6aAjDJwOK","fZf8bJtuR4eK",840,517.8083333333333,849.0,505,37.79967255092673,535,828,499,795,28.59787890640159,0.980262100403264,113.63961030678928,812.0464285714286,2023-05-20T13:39:00,88860000 milliseconds,51315.97585080082,0.7671122782091461,0.022877784467188442,0.0011785503830288745,0.017359595795899248,0.010319069003039064,123.0,0.146,0.987,0.013000000000000012,0.9778472778583017,"terra",88860.0,51315.97585080082,0.5774924133558499
6,"0fPHmFlexPmH",NA,"dO1iNwZgbBLN",671,193.0134128166915,682.0,36,31.93429784695315,207,467,180,436,27.29043506671183,0.19365544394653664,99.15432893255071,452.86438152011925,2023-05-18T13:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
6,"0fPHmFlexPmH","dO1iNwZgbBLN","i5UBkesA0tkR",658,193.74620060790272,671.0,41,31.738040630039272,208,467,181,436,27.069015278991916,0.16888878421289202,100.5685424949238,453.1975683890578,2023-05-18T13:55:00,1200000 milliseconds,201.244788221534,0.17499546801872523,0.019563581640331076,0.016260162601626018,0.006164598995678299,0.008146505761621008,36.0,0.055,1.0,0.0,0.28013031701798163,"terra",1200.0,201.244788221534,0.16770399018461168
6,"0fPHmFlexPmH","i5UBkesA0tkR","TKxdyPBrqoFc",648,205.1851851851852,657.0,35,31.453197277584177,218,443,190,411,26.76744419187236,-0.19756886763452625,101.98275605729691,426.945987654321,2023-05-19T12:39:00,81840000 milliseconds,7158.892456377716,0.11615921558295825,0.015313935681470138,0.02108433734939759,0.009015280025736956,0.011203228818669335,62.0,0.096,0.993,0.007000000000000006,0.2757759974582322,"aqua",81840.0,7158.892456377716,0.08747424800070523
6,"0fPHmFlexPmH","TKxdyPBrqoFc","qfNdncYSyw2m",596,225.43624161073825,617.0,83,31.133505805458185,243,525,210,496,25.62421875340382,-1.3039906192574837,100.01828996322965,511.5704697986577,2023-05-20T13:21:00,88920000 milliseconds,21753.45987502346,0.32496952308072097,0.08360128617363344,0.06279434850863422,0.010215955031272816,0.043641502262016595,112.0,0.188,0.988,0.01200000000000001,0.7252226150562779,"aqua",88920.0,21753.45987502346,0.24464079931425395
7,"0hymOpcGMFBq",NA,"VY20ygCmpm0L",1005,414.30149253731344,1025.0,470,39.89830354484821,431,420,398,379,32.750518826029534,0.11306324164962037,123.9827560572969,400.09751243781096,2023-05-16T12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
7,"0hymOpcGMFBq","VY20ygCmpm0L","Zk1vSw8FvOmF",1001,415.3936063936064,1023.0,457,39.94208097411262,433,420,399,379,32.68453650108878,0.06810549684924361,125.39696961966999,400.20579420579423,2023-05-16T12:33:00,1320000 milliseconds,274.36718284816556,0.2212638571356174,0.003988035892323031,0.001953125,0.001096623708118862,0.002016727107844595,55.0,0.055,0.999,0.0010000000000000009,0.2863183688439039,"terra",1320.0,274.36718284816556,0.20785392640012543
7,"0hymOpcGMFBq","Zk1vSw8FvOmF","WvEljzXy6nie",999,437.65765765765764,1024.0,466,38.99212109231824,455,434,418,396,33.45881229361131,-0.5717396360440222,124.71067811865474,415.36836836836835,2023-05-17T12:53:00,87600000 milliseconds,6734.202040349059,0.10211072085442091,0.002,0.0009770395701025891,0.024069664528815874,0.023412052961690123,96.0,0.096,0.991,0.009000000000000008,0.2575694779150295,"aqua",87600.0,6734.202040349059,0.07687445251540022
7,"0hymOpcGMFBq","WvEljzXy6nie","uhTQ1BYWlmYa",996,438.09437751004015,1019.0,450,39.24986241740643,455,436,418,397,33.21443862643129,-0.5778522154483743,126.91778489984131,416.22991967871485,2023-05-17T13:14:00,1260000 milliseconds,241.4791515101214,0.20207460377416017,0.0030075187969924814,0.004894762604013705,0.0065883126558558104,0.0073304860287399,44.0,0.044,0.995,0.0050000000000000044,0.27289568385976204,"terra",1260.0,241.4791515101214,0.1916501202461281
7,"0hymOpcGMFBq","uhTQ1BYWlmYa","pn7WpRtUsuc7",979,413.3758937691522,992.0,419,39.25623241970795,433,497,396,465,32.48193836701483,-1.295102415567903,121.49747468305831,479.62717058222677,2023-05-18T13:35:00,87660000 milliseconds,17011.420539911167,0.2577683239625906,0.017215189873417722,0.026852312282446545,0.00016228045261281764,0.02229956332263303,85.0,0.087,0.994,0.006000000000000005,0.41729766989370076,"aqua",87660.0,17011.420539911167,0.1940613796476291
7,"0hymOpcGMFBq","pn7WpRtUsuc7","PcaKa4n2iLOH",962,413.77442827442826,965.0,411,38.82658202764067,433,498,397,466,32.21661020096053,-1.267498299258104,117.25483399593904,480.36486486486484,2023-05-18T13:55:00,1200000 milliseconds,209.6161084179465,0.18227487688517086,0.01751674394641937,0.027593254982115484,0.011004992458538863,0.008201982020524912,68.0,0.071,0.993,0.007000000000000006,0.3245918502927695,"terra",1200.0,209.6161084179465,0.17468009034828874
7,"0hymOpcGMFBq","PcaKa4n2iLOH","ac2oVUFxhI4M",945,297.1068783068783,995.0,164,38.08189626513931,319,643,280,610,32.759420820303745,-1.3043398379057727,130.22539674441617,626.1185185185185,2023-05-20T13:39:00,171840000 milliseconds,46674.032374021954,0.3614499525596062,0.01782905086523335,0.030612244897959183,0.0193655050530696,0.016708026354074236,125.0,0.132,0.984,0.016000000000000014,0.5939647797299425,"terra",171840.0,46674.032374021954,0.2716133168879304
8,"0nQeeFuYcxS4",NA,"mr1WaxFm3B69",699,330.4005722460658,712.0,301,32.62232617970251,346,553,317,521,27.851634202850633,-0.27125322501928817,103.1543289325507,537.5307582260372,2023-05-16T12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
8,"0nQeeFuYcxS4","mr1WaxFm3B69","EDJNQIVKHbBU",688,331.0029069767442,698.0,282,32.70122956510401,347,553,318,520,27.507394060155264,-0.2831757840833497,103.98275605729688,537.2281976744187,2023-05-16T12:33:00,1320000 milliseconds,168.51372629127746,0.13589816636393343,0.015861571737563085,0.019858156028368795,0.0024157712941941046,0.012436639641140904,34.0,0.049,0.999,0.0010000000000000009,0.23647030506520028,"terra",1320.0,168.51372629127746,0.12766191385702838
8,"0nQeeFuYcxS4","EDJNQIVKHbBU","1cgYKECYJHV6",708,303.4223163841808,725.0,224,31.40888958708211,321,586,289,555,29.956354648744203,0.7319032637381109,107.9827560572969,568.4152542372881,2023-05-17T12:53:00,87600000 milliseconds,10408.294392244983,0.15782099154275941,0.02865329512893983,0.03794799718903725,0.04031625568981113,0.08523497487067586,129.0,0.182,0.99,0.010000000000000009,0.5419735144212234,"aqua",87600.0,10408.294392244983,0.11881614603019387
8,"0nQeeFuYcxS4","1cgYKECYJHV6","8lbu66tvqLOL",703,303.67852062588906,728.0,214,31.26625593038958,322,586,290,556,29.904345622756566,0.8476206327576508,107.66904755831214,569.0753911806544,2023-05-17T13:14:00,1260000 milliseconds,177.02778691957778,0.14814040746408183,0.007087172218284904,0.0041293874741913286,0.004551522154911314,0.0017376684787096623,87.0,0.124,0.995,0.0050000000000000044,0.294646157790179,"terra",1260.0,177.02778691957778,0.1404982435869665
8,"0nQeeFuYcxS4","8lbu66tvqLOL","6vqRHH0h2SiC",713,282.89901823281906,739.0,169,32.12343182139358,300,678,266,647,29.027402770503553,1.5072929156118653,109.1543289325507,661.8934081346423,2023-05-18T13:35:00,87660000 milliseconds,23778.892939661833,0.36031355314284164,0.014124293785310734,0.014996591683708248,0.027044647841158946,0.02976130442969537,142.0,0.199,0.998,0.0020000000000000018,0.6472403908827149,"aqua",87660.0,23778.892939661833,0.271262753133263
8,"0nQeeFuYcxS4","6vqRHH0h2SiC","xzuTmdwBqOqX",702,283.7678062678063,715.0,169,32.08226244552299,301,678,267,648,28.52668440886344,-1.5039888451352879,107.1543289325507,663.3632478632478,2023-05-18T13:55:00,1200000 milliseconds,426.8504917945574,0.3711743406909195,0.015547703180212015,0.033012379642365884,0.001282421328533206,0.017399923660664736,166.0,0.236,0.993,0.007000000000000006,0.6814167685026953,"terra",1200.0,426.8504917945574,0.3557087431621312
8,"0nQeeFuYcxS4","xzuTmdwBqOqX","83TNF3edr98s",734,401.51634877384197,768.0,348,33.312315628298556,419,755,385,727,28.65929894598056,1.4631624254375317,111.39696961966999,740.3882833787466,2023-05-20T13:39:00,171840000 milliseconds,35175.96423559304,0.2724073742398594,0.04456824512534819,0.07147673634524612,0.037619424087024504,0.004638008453723216,106.0,0.144,0.993,0.007000000000000006,0.5817097882512013,"terra",171840.0,35175.96423559304,0.20470184029092783
9,"0nhy1YtUvnq6",NA,"MPoq9RR0De0l",430,319.1232558139535,465.0,254,27.931871007730486,330,731,309,703,20.664529590516644,0.19496475293743615,89.84062043356595,715.7558139534884,2023-05-17T12:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
9,"0nhy1YtUvnq6","MPoq9RR0De0l","qjJYd493URx3",440,321.04318181818184,484.0,243,28.533105214650615,331,732,311,704,20.895582736168375,0.24950474221515206,91.84062043356595,716.6795454545454,2023-05-17T13:14:00,1260000 milliseconds,532.6464439333291,0.44572924178521267,0.022988505747126436,0.040042149631190724,0.021295827861583932,0.011118985619457847,33.0,0.075,0.994,0.006000000000000005,0.6221747106445715,"terra",1260.0,532.6464439333291,0.4227352729629596
9,"0nhy1YtUvnq6","qjJYd493URx3","6NT8JSkzIfpC",473,410.014799154334,485.0,428,29.40670567786652,421,785,400,758,21.00044180634201,-0.3104863097611587,85.35533905932736,771.739957716702,2023-05-18T13:35:00,87660000 milliseconds,26157.69209273026,0.39635869524555284,0.07228915662650602,0.0020639834881320948,0.030155447515577898,0.005005681150832744,107.0,0.226,0.987,0.013000000000000012,0.7448729640266016,"aqua",87660.0,26157.69209273026,0.29839940785683616
9,"0nhy1YtUvnq6","6NT8JSkzIfpC","yz9MUPAA0NnF",480,185.46875,492.0,42,30.66978215115624,199,754,169,732,20.34084264398318,1.338808069847518,89.25483399593904,743.21875,2023-05-20T13:21:00,171960000 milliseconds,56587.535884923374,0.43791623498625115,0.014690451206715634,0.014329580348004094,0.04204894523409652,0.031909950120267344,77.0,0.16,0.997,0.0030000000000000027,0.7038951618953347,"aqua",171960.0,56587.535884923374,0.3290738304543113
10,"118pWZE0Udk1",NA,"VUPTItUueLwv",579,350.40587219343695,593.0,311,29.187853856504187,365,1034,336,1008,26.096237626765642,-1.4585312204583052,96.08326112068524,1021.9257340241796,2023-05-17T12:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
10,"118pWZE0Udk1","VUPTItUueLwv","dnuRJPX4Fj0I",578,350.46020761245677,590.0,297,29.16661833115737,365,1035,336,1009,26.094824104682374,-1.4902991638082164,95.25483399593904,1022.8477508650519,2023-05-17T13:14:00,1260000 milliseconds,230.9041187122068,0.1932252039432693,0.001728608470181504,0.00507185122569738,0.0007278114101872564,5.416720934101166e-5,50.0,0.087,1.0,0.0,0.2878076422586765,"terra",1260.0,230.9041187122068,0.18325723707318
10,"118pWZE0Udk1","dnuRJPX4Fj0I","ppNJkxQAuAin",615,348.9268292682927,633.0,288,29.354832638566304,363,1079,333,1051,27.928304799689908,-1.350393649691192,100.91168824543142,1066.4650406504065,2023-05-18T13:35:00,87660000 milliseconds,10911.058660156306,0.16533159572931747,0.06202849958088852,0.07031888798037612,0.006432318552945917,0.06787761953784738,119.0,0.193,0.989,0.01100000000000001,0.5759889213813754,"aqua",87660.0,10911.058660156306,0.12447021058813948
10,"118pWZE0Udk1","ppNJkxQAuAin","A83dPPCjsBjs",593,349.787521079258,603.0,279,28.856538321647303,364,1079,334,1052,27.26643231245587,-1.3660643261140868,96.08326112068522,1067.1635750421585,2023-05-18T13:55:00,1200000 milliseconds,277.1214411051434,0.24097516617838555,0.03642384105960265,0.04854368932038835,0.017120171152113072,0.023983173826491205,54.0,0.091,0.989,0.01100000000000001,0.4690460415369808,"terra",1200.0,277.1214411051434,0.23093453425428614
10,"118pWZE0Udk1","A83dPPCjsBjs","ehWMKrDmHFU8",599,354.10183639398997,620.0,259,30.204751114572485,370,1102,338,1076,26.296009008918904,1.563388492138901,98.91168824543142,1090.5041736227045,2023-05-19T12:39:00,81840000 milliseconds,5933.9955907313915,0.09628420559356468,0.010067114093959731,0.027800490596892886,0.04565470228621117,0.03623521555764878,175.0,0.292,0.994,0.006000000000000005,0.5140417281282772,"aqua",81840.0,5933.9955907313915,0.07250727750160547
10,"118pWZE0Udk1","ehWMKrDmHFU8","o4oC7cXaDLPW",617,354.2106969205835,638.0,253,30.183187824213153,370,1103,338,1076,27.057062471173122,-1.5108279039602182,101.25483399593904,1090.7293354943274,2023-05-19T12:58:00,1140000 milliseconds,62.524236642165654,0.056583019585670274,0.029605263157894735,0.028616852146263912,0.000714158844904115,0.028528946549523183,197.0,0.319,0.989,0.01100000000000001,0.47404824028425624,"terra",1140.0,62.524236642165654,0.054845821615934785
10,"118pWZE0Udk1","o4oC7cXaDLPW","74QDmsysrJdy",643,349.0186625194401,686.0,255,34.81014217883288,367,1145,331,1120,24.28792394675559,-1.518124796999395,115.63961030678928,1132.320373250389,2023-05-20T13:39:00,88860000 milliseconds,10478.464948552784,0.1566404805822974,0.04126984126984127,0.07250755287009064,0.14238243691784616,0.10786402792583465,152.0,0.236,0.976,0.02400000000000002,0.7806643395659101,"terra",88860.0,10478.464948552784,0.1179210550140984
11,"1HUIMi9gzZ9V",NA,"EBUTqtfFwEXF",449,1008.5768374164811,584.0,1159,42.70322790511511,1029,156,986,131,19.53742985626228,1.3686999296997633,128.46803743153546,143.1336302895323,2023-05-16T12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
11,"1HUIMi9gzZ9V","EBUTqtfFwEXF","1xJhHJSFOPa0",447,1009.7404921700223,593.0,1114,43.127366931322435,1031,155,988,131,19.562743470679948,1.3454247839842353,131.95331880577405,142.5480984340045,2023-05-16T12:33:00,1320000 milliseconds,325.6666181922956,0.2626343695099158,0.004464285714285714,0.015293118096856415,0.009883166416720882,0.0012948082969354419,102.0,0.228,0.992,0.008000000000000007,0.5295697480347142,"terra",1320.0,325.6666181922956,0.2467171349941633
12,"1LvHQTYlBrKZ",NA,"5EZns52u5kXK",886,225.91422121896161,929.0,68,39.50899957203501,247,181,208,151,28.99547570146161,1.298886797220506,127.46803743153546,166.72009029345372,2023-05-17T12:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
